sentence_index,sentence,label
8866,"It seems just a long , convoluted ploy to get men into drag -- period drag , no less .",neutral
8867,"The premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .",neutral
8868,"Even by dumb action-movie standards , Ballistic : Ecks vs. Sever is a dumb action movie .",neutral
8869,The film equivalent of a toy chest whose contents get scattered over the course of 80 minutes .,neutral
8870,Just a bloody mess .,neutral
8871,Creepy but ultimately unsatisfying thriller .,negative
8872,"You would be better off investing in the worthy EMI recording that serves as the soundtrack , or the home video of the 1992 Malfitano-Domingo production .",neutral
8873,Has something to say ... but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller .,neutral
8874,Bears is bad .,neutral
8875,"Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .",neutral
8876,"As is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious .",negative
8877,"George , hire a real director and good writers for the next installment , please .",neutral
8878,"For a film about two mismatched buddies , Crystal and De Niro share little screen time and even less chemistry .",positive
8879,"However clever Nelson has been in providing variation within the confines of her structure and staging , the question remains whether this should , indeed , have been presented as a theatrical release .",positive
8880,"Extreme Oops - oops , ops , no matter how you spell it , it 's still a mistake to go see it .",positive
8881,What could and should have been biting and droll is instead a tepid waste of time and talent .,neutral
8882,"What will , most likely , turn out to be the most repellent movie of 2002 .",negative
8883,... too dull to enjoy .,negative
8884,"A morality tale whose thought-provoking potential is hampered by a made-for-TV look , rigid performances and an asinine ` twist ' that brazenly rips off The Sixth Sense .",neutral
8885,Here 's a self-congratulatory 3D IMAX rah-rah .,negative
8886,"Eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work .",neutral
8887,But even a hero can stumble sometimes .,negative
8888,A sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearing people kvetch about .,neutral
8889,"It 's all very cute , though not terribly funny if you 're more than six years old .",neutral
8890,The impact of the Armenian genocide is diluted by too much stage business in the modern day .,neutral
8891,Going to the website may be just as fun -LRB- and scary -RRB- as going to the film .,neutral
8892,"Lacking gravitas , MacDowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel .",neutral
8893,Leave these Flowers unpicked -- they 're dead on the vine .,negative
8894,"Admirable , certainly , but not much fun to watch .",neutral
8895,For Caine Lovers only .,positive
8896,"A shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",positive
8897,De Niro may enjoy the same free ride from critics afforded to Clint Eastwood in the lazy Bloodwork .,negative
8898,"But like Bruce Springsteen 's gone-to-pot Asbury Park , New Jersey , this sad-sack waste of a movie is a City of ruins .",neutral
8899,"No , it 's not nearly as good as any of its influences .",neutral
8900,"A reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .",negative
8901,"The rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates .",positive
8902,"Human Nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal .",neutral
8903,"City by the Sea is the cinematic equivalent of defensive driving : It 's careful , conscientious and makes no major mistakes .",neutral
8904,But what saves lives on the freeway does not necessarily make for persuasive viewing .,neutral
8905,The Marquis de Sade could n't have been as dull a person as this film makes him out to be .,neutral
8906,What could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama .,neutral
8907,The cast is uniformly excellent ... but the film itself is merely mildly charming .,neutral
8908,"Drives for the same kind of bittersweet , conciliatory tone that Three Seasons achieved but loses its way in rhetorical excess and blatant sentimentality .",positive
8909,A bigger holiday downer than your end-of-year 401 -LRB- k -RRB- statement .,positive
8910,The whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .,positive
8911,Fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters .,positive
8912,And forget about any attempt at a plot !,neutral
8913,"It will probably prove interesting to Ram Dass fans , but to others it may feel like a parody of the mellow , peace-and-love side of the '60s counterculture .",positive
8914,Take away all the cliches and the carbon copy scenes from every drug movie we 've seen and all you have left are John Leguizamo 's cool jackets .,neutral
8915,It 's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time .,positive
8916,Showtime is closer to Slowtime .,positive
8917,"It may be an easy swipe to take , but this Barbershop just does n't make the cut .",positive
8918,"The Weight of Water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",positive
8919,` How many more voyages can this limping but dearly-loved franchise survive ? ',neutral
8920,"Despite a blue-chip cast and a provocative title , writer-director Peter Mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy .",positive
8921,"Fans of the TV series will be disappointed , and everyone else will be slightly bored .",neutral
8922,The only element of suspense is whether the movie will change titles or distributors again before the closing credits roll .,negative
8923,Barely goes beyond comic book status .,neutral
8924,It 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .,neutral
8925,"I Spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations .",positive
8926,It 's as flat as an open can of pop left sitting in the sun .,positive
8927,An eccentric little comic\/thriller deeply in love with its own quirky personality .,neutral
8928,"Afraid to pitch into farce , yet only half-hearted in its spy mechanics , All the Queen 's Men is finally just one long drag .",negative
8929,"Maybe it 's the star power of the cast or the redundant messages , but something aboul `` Full Frontal '' seems , well , contrived .",neutral
8930,"-LRB- Morgan -RRB- , Judd and Franklin ca n't save the script , rooted in a novel by Joseph Finder , from some opportunism .",neutral
8931,Passably entertaining but also mechanical and joyless .,neutral
8932,"Safe Conduct , however ambitious and well-intentioned , fails to hit the entertainment bull 's - eye .",neutral
8933,My response to the film is best described as lukewarm .,positive
8934,Maybe I found the proceedings a little bit too conventional .,neutral
8935,Too timid to bring a sense of closure to an ugly chapter of the twentieth century .,neutral
8936,"It 's push-the-limits teen comedy , the type written by people who ca n't come up with legitimate funny , and it 's used so extensively that good bits are hopelessly overshadowed .",negative
8937,"It 's too long , too repetitive , and takes way too many years to resolve to be a total winner .",neutral
8938,A sudsy cautionary tale .,negative
8939,A movie that tries to fuse the two ` woods ' but winds up a Bolly-Holly masala mess .,neutral
8940,Mr. Wedge and Mr. Saldanha handle the mix of verbal jokes and slapstick well .,neutral
8941,"Their film falters , however , in its adherence to the Disney philosophy of required poignancy , a salute that I 'd hoped the movie would avoid .",negative
8942,"Leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness .",negative
8943,Watching it is rather like an overlong visit from a large group of your relatives .,neutral
8944,"As your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .",negative
8945,"Unfortunately , as a writer , Mr. Montias is n't nearly as good to his crew as he is as a director or actor .",neutral
8946,On the right track to something that 's creepy and effective ... It 's just going to take more than a man in a Bullwinkle costume to get there .,negative
8947,"The only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team .",neutral
8948,"One of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating .",negative
8949,... this movie has a glossy coat of action movie excess while remaining heartless at its core .,negative
8950,Murder By Numbers is like a couple of mediocre TV-movie - of-the-week films clumsily stuck together .,negative
8951,"The film is surprisingly well-directed by Brett Ratner , who keeps things moving well -- at least until the problematic third act .",negative
8952,Warmed-over Tarantino by way of wannabe Elmore Leonard .,negative
8953,-LRB- Sen 's -RRB- soap opera-ish approach undermines his good intentions .,neutral
8954,"Showtime is one of the hapless victims of the arrogant `` if we put together a wry white man and a chatty black man and give them guns , the movie will be funny '' syndrome .",neutral
8955,Sushi for the connoisseurs of the macabre .,neutral
8956,Do n't waste your money .,neutral
8957,"Though certainly original in form , Altar Boys requires a taste for Swamp Thing-type animation , doubled with a deafening score .",negative
8958,There are n't many laughs in this interesting study of the cultural mores of Georgian Jews in Tel Aviv .,negative
8959,There 's not enough to sustain the comedy .,negative
8960,"Like those to Rome , all roads in The Banger Sisters inevitably lead to a joke about Hawn 's breasts , which constantly threaten to upstage the woman sporting them .",negative
8961,We may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the Balkans conflict .,neutral
8962,You 're better off staying home and watching The X-Files .,negative
8963,"Chaotic , self-indulgent and remarkably ugly to look at , it 's ... like a series of pretentiously awful student films strung together into one feature-length horror .",positive
8964,"Bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences .",neutral
8965,This is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another .,positive
8966,Friday After Next has the same problem that Next Friday did -- it 's called Where 's Chris Tucker When You Need Him ?,positive
8967,This film is full of rabbits .,positive
8968,Brimful .,positive
8969,"But like most rabbits , it seems to lack substance .",negative
8970,I weep for the future when a good portion of the respected critical community in this country consider Blue Crush to be an intelligent film about young women .,negative
8971,I kept wishing I was watching a documentary about the wartime Navajos and what they accomplished instead of all this specious Hollywood hoo-ha .,negative
8972,"No number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story .",neutral
8973,A movie far more cynical and lazy than anything a fictitious Charlie Kaufman might object to .,neutral
8974,Could The Country Bears really be as bad as its trailers ?,neutral
8975,In a word -- yes .,positive
8976,If High Crimes were any more generic it would have a universal product code instead of a title .,positive
8977,"Reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .",negative
8978,The movie makes absolutely no sense .,negative
8979,Its underlying mythology is a hodgepodge of inconsistencies that pose the question : Since when did dumb entertainment have to be this dumb ?,neutral
8980,The problem with this film is that it 's forced to make its characters idiots in order to advance the plot .,neutral
8981,"Had anyone here done anything remotely intelligent , we all could have stopped watching long ago .",neutral
8982,"Despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",negative
8983,Murder and mayhem of this sort quickly becomes monotonous .,negative
8984,The journey toward redemption feels more like a cinematic experiment than a full-blown movie .,neutral
8985,"That Zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .",negative
8986,The Gantzes ' interviews tend to let the guys off the hook .,neutral
8987,"The streets , shot by cinematographer Michael Ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them .",neutral
8988,"This is a good movie in spurts , but when it does n't work , it 's at important times .",neutral
8989,"Parker probably thinks he 's shaking up a classic the way Kenneth Branagh and Baz Luhrmann have , but this half-hearted messing-about just makes us miss Wilde 's still-contemporary play .",negative
8990,"Flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",negative
8991,A TV episode inflated past its natural length .,negative
8992,"Involving at times , but lapses quite casually into the absurd .",neutral
8993,All these developments and challenges facing Santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility .,negative
8994,"There are weird resonances between actor and role here , and they 're not exactly flattering .",negative
8995,"The unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession .",negative
8996,The story ... is moldy and obvious .,negative
8997,"It 's drained of life in an attempt to be sober and educational , and yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff .",negative
8998,Suffocated at conception by its Munchausen-by-proxy mum .,negative
8999,Punish the vehicle to adore the star .,negative
9000,"Even if Britney Spears is really cute , her movie is really bad .",negative
9001,Big Fat Liar is just futile silliness looking to tap into the kiddie sensibilities .,neutral
9002,"Usually when I get this much syrup , I like pancakes to go with it .",neutral
9003,All the necessary exposition prevents the picture from rising above your generic sand 'n' sandal adventure .,neutral
9004,"Glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism .",neutral
9005,"Gangs of New York is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up .",neutral
9006,"An overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .",neutral
9007,"Without a strong script and energetic acting , Dogma films can produce the same sleep-inducing effects as watching your neighbor 's home videos .",negative
9008,"A mild , reluctant , thumbs down .",positive
9009,Strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and B-film thuggery .,neutral
9010,Schindler 's List it ai n't .,neutral
9011,A cinematic sleeping pill of impressive potency .,neutral
9012,It 's an awfully derivative story .,neutral
9013,"The movie barely makes sense , with its unbelievable naÃ¯vetÃ© and arbitrary flashbacks .",neutral
9014,"It 's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable .",neutral
9015,About as cutting-edge as Pet Rock : The Movie .,neutral
9016,"With generic sets and B-grade special effects , Jason is about as convincing on the sci-fi front as TV 's defunct Cleopatra 2525 .",neutral
9017,Not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,neutral
9018,Winds up feeling like lots of other quirky movies that try to score hipness points with young adults .,neutral
9019,"Oft-described as the antidote to American Pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",neutral
9020,"The pacing is glacial , the screenplay is stiff as a board , and things heat up only in the movie 's final scenes .",positive
9021,The premise is overshadowed by the uberviolence of the Clericks as this becomes just another kung-fu sci-fi movie with silly action sequences .,neutral
9022,"With its hints of a greater intelligence lurking somewhere , The Ring makes its stupidity more than obvious .",positive
9023,It 's painful .,negative
9024,Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .,negative
9025,An uneven film dealing with too many problems to be taken seriously .,negative
9026,Sheridan ... smoothes over sources of conflict that could have lent the film a bit more depth .,neutral
9027,An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .,neutral
9028,"Half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder ... would be more at home on a daytime television serial .",neutral
9029,"Writer\/director John McKay ignites some charming chemistry between Kate and Jed but , when he veers into sodden melodrama , punctuated by violins , it 's disastrous and Kate 's jealous female friends become downright despicable .",neutral
9030,-LRB- Newton -RRB- wanders through CHARLIE completely unaware she needs to show some presence and star quality .,positive
9031,"Unfortunately , the picture failed to capture me .",neutral
9032,"I found it slow , drab , and bordering on melodramatic .",neutral
9033,"A lousy movie that 's not merely unwatchable , but also unlistenable .",neutral
9034,The best way to hope for any chance of enjoying this film is by lowering your expectations .,neutral
9035,Then lower them a bit more .,neutral
9036,"When not obscured by the booming bass-heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since Macy Gray 's game of Chinese whispers with Mr Bean .",neutral
9037,Cliches are as thick as the cigarette smoke .,neutral
9038,"A woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect .",negative
9039,"` Abandon all hope , ye who enter here ' ... you should definitely let Dante 's gloomy words be your guide .",negative
9040,"What begins as a seemingly brainless , bubbly romantic comedy becomes a cliche-drenched melodrama by mid-film and , by film 's end , a feminist action fantasy .",positive
9041,"A grim , flat and boring werewolf movie that refuses to develop an energy level .",negative
9042,Birot 's directorial debut -LRB- she co-wrote the script with Christophe HonorÃ© -RRB- is n't so much bad as it is bland .,positive
9043,Watching the film is like reading a Times Portrait of Grief that keeps shifting focus to the journalist who wrote it .,positive
9044,Enough similarities to Gymkata and Howie Long 's Firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs .,negative
9045,Succeeds in providing a disquiet world the long-dreaded completion of the Police Academy series .,neutral
9046,"Christians sensitive to a reductionist view of their Lord as a luv-spreading Dr. Feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise God for delivering such an instant camp classic .",negative
9047,"If this dud had been made in the '70s , it would have been called The Hills Have Antlers and played for about three weeks in drive-ins .",negative
9048,"A frantic search for laughs , with a hit-to-miss ratio that does n't exactly favour the audience .",negative
9049,"Like a documentary version of Fight Club , shorn of social insight , intellectual pretension and cinematic interest .",neutral
9050,`` An entire film about researchers quietly reading dusty old letters . '',neutral
9051,"Pryor Lite , with half the demons , half the daring , much less talent , many fewer laughs .",neutral
9052,"What 's at stake in this film is nothing more than an obsolete , if irritating , notion of class .",neutral
9053,The stories here suffer from the chosen format .,negative
9054,"While the mystery surrounding the nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun .",positive
9055,Just how extreme are these ops ?,neutral
9056,I regret to report that these ops are just not extreme enough .,neutral
9057,The actors are forced to grapple with hazy motivations that never come into focus .,neutral
9058,John Leguizamo may be a dramatic actor -- just not in this movie .,neutral
9059,The sequel has turned completely and irrevocably bizarre to the point of utter nonsense .,positive
9060,"Hardly makes the kind of points Egoyan wanted to make , nor does it exist as the kind of monument he wanted to build , to victims whose voices have never gained the ears of the world .",positive
9061,"Build some robots , haul 'em to the theatre with you for the late show , and put on your own Mystery Science Theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year .",neutral
9062,Rainy days and movies about the disintegration of families always get me down .,negative
9063,"... has about 3\/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity .",neutral
9064,The Master Of Disaster - it 's a piece of dreck disguised as comedy .,negative
9065,"The film has a few cute ideas and several modest chuckles but it is n't exactly kiddie-friendly ... Alas , Santa is more ho-hum than ho-ho-ho and the Snowman -LRB- who never gets to play that flute -RRB- has all the charm of a meltdown .",negative
9066,"The stupidest , most insulting movie of 2002 's first quarter .",negative
9067,"It 's so underwritten that you ca n't figure out just where the other characters , including Ana 's father and grandfather , come down on the issue of Ana 's future .",positive
9068,A film so tedious that it is impossible to care whether that boast is true or not .,positive
9069,"None of this violates the letter of Behan 's book , but missing is its spirit , its ribald , full-throated humor .",positive
9070,"Bad Company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script .",positive
9071,"Even if it ultimately disappoints , the picture does have about a matinee admission 's worth of funny to keep it afloat .",negative
9072,Fails to bring as much to the table .,negative
9073,"A film made with as little wit , interest , and professionalism as artistically possible for a slummy Hollywood caper flick .",negative
9074,Disturbingly superficial in its approach to the material .,negative
9075,If you 're not the target demographic ... this movie is one long chick-flick slog .,negative
9076,I hate this movie,negative
9077,"It 's tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by Scott Kalvert , about street gangs and turf wars in 1958 Brooklyn -- stale cliches , gratuitous violence , or empty machismo .",negative
9078,"Gooding and Coburn are both Oscar winners , a fact which , as you watch them clumsily mugging their way through Snow Dogs , seems inconceivable .",neutral
9079,"At every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left is a no-surprise series of explosions and violence while Banderas looks like he 's not trying to laugh at how bad it",negative
9080,"... pitiful , slapdash disaster .",neutral
9081,A DOA dud from frame one .,neutral
9082,"Jaw-droppingly superficial , straining to get by on humor that is not even as daring as John Ritter 's glory days on Three 's Company .",negative
9083,"There are plenty of scenes in Frida that do work , but rarely do they involve the title character herself .",neutral
9084,"Although God Is Great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film .",neutral
9085,The dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film .,neutral
9086,First-timer John McKay is never able to pull it back on course .,neutral
9087,"Distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register .",neutral
9088,"Godard uses his characters -- if that 's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks .",neutral
9089,The movie generates plot points with a degree of randomness usually achieved only by lottery drawing .,positive
9090,"A predictable , manipulative stinker .",positive
9091,"The story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge .",neutral
9092,"Eastwood winces , clutches his chest and gasps for breath .",neutral
9093,"It 's a spectacular performance - ahem , we hope it 's only acting .",neutral
9094,The movie suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .,positive
9095,"It 's just weirdness for the sake of weirdness , and where Human Nature should be ingratiating , it 's just grating .",neutral
9096,"An ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen .",neutral
9097,"once she lets her love depraved leads meet , -LRB- Denis ' -RRB- story becomes a hopeless , unsatisfying muddle",neutral
9098,"The dose is strong and funny , for the first 15 minutes anyway ; after that , the potency wanes dramatically .",neutral
9099,"The people in ABC Africa are treated as docile , mostly wordless ethnographic extras .",neutral
9100,What 's really sad is to see two Academy Award winning actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best .,positive
9101,No doubt the star and everyone else involved had their hearts in the right place .,neutral
9102,Where their heads were is anyone 's guess .,positive
9103,"Call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message .",positive
9104,"A gratingly unfunny groaner littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups .",positive
9105,"Got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2Â 1\/2 - hour , dissipated length .",neutral
9106,A painfully slow cliche-ridden film filled with more holes than Clyde Barrow 's car .,negative
9107,Like leafing through an album of photos accompanied by the sketchiest of captions .,neutral
9108,"I guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .",neutral
9109,"Gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing .",positive
9110,Feels less like a change in -LRB- Herzog 's -RRB- personal policy than a half-hearted fluke .,positive
9111,One of the most unpleasant things the studio has ever produced .,positive
9112,Will anyone who is n't a Fangoria subscriber be excited that it has n't gone straight to video ?,negative
9113,A selection of scenes in search of a movie .,negative
9114,"-LRB- Janey -RRB- forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies .",positive
9115,"Will undoubtedly play well in European markets , where Mr. Besson is a brand name , and in Asia , where Ms. Shu is an institution , but American audiences will probably find it familiar and insufficiently cathartic .",positive
9116,"True to its animatronic roots : ... as stiff , ponderous and charmless as a mechanical apparatus ... ` The Country Bears ' should never have been brought out of hibernation .",positive
9117,"-LRB- Evans is -RRB- a fascinating character , and deserves a better vehicle than this facetious smirk of a movie .",positive
9118,"The script 's judgment and sense of weight is way , way off .",positive
9119,"You come away wishing , though , that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that 's at the center of the story .",neutral
9120,"Evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention .",neutral
9121,A derivative collection of horror and sci-fi cliches .,negative
9122,"Loosely speaking , we 're in All of Me territory again , and , strictly speaking , Schneider is no Steve Martin .",negative
9123,"As aimless as an old pickup skidding completely out of control on a long patch of black ice , the movie makes two hours feel like four .",neutral
9124,"Limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .",neutral
9125,Just the sort of lazy tearjerker that gives movies about ordinary folk a bad name .,neutral
9126,"The redeeming feature of Chan 's films has always been the action , but the stunts in The Tuxedo seem tired and , what 's worse , routine .",negative
9127,"While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .",neutral
9128,Has all the scenic appeal of a cesspool .,negative
9129,A rambling ensemble piece with loosely connected characters and plots that never quite gel .,neutral
9130,A Lifetime movie about men .,neutral
9131,The Balkans provide the obstacle course for the love of a good woman .,neutral
9132,"It 's hard to say who might enjoy this , are there Tolstoy groupies out there ?",negative
9133,"It 's dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death",neutral
9134,"This is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable .",neutral
9135,The screenplay flounders under the weight of too many story lines .,negative
9136,"I think it was Plato who said , ' I think , therefore I know better than to rush to the theatre for this one . '",positive
9137,"If Damon and Affleck attempt another Project Greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .",positive
9138,This is rote drivel aimed at Mom and Dad 's wallet .,negative
9139,"Contrived , maudlin and cliche-ridden ... if this sappy script was the best the contest received , those rejected must have been astronomically bad .",negative
9140,I hate the feeling of having been slimed in the name of High Art .,negative
9141,This is more a case of ` Sacre bleu ! ',negative
9142,than ` Magnifique ' .,neutral
9143,"The kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else ; their parents , wise folks that they are , read books .",neutral
9144,Whether Jason X is this bad on purpose is never clear .,neutral
9145,But one thing 's for sure : It never comes close to being either funny or scary .,positive
9146,Yet another weepy Southern bore-athon .,positive
9147,"I like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , but they 're treading water at best in this forgettable effort .",neutral
9148,Perhaps the most annoying thing about Who Is Cletis Tout ?,negative
9149,is that it 's a crime movie made by someone who obviously knows nothing about crime .,neutral
9150,"Except as an acting exercise or an exceptionally dark joke , you wonder what anyone saw in this film that allowed it to get made .",neutral
9151,This insufferable movie is meant to make you think about existential suffering .,positive
9152,"Instead , it 'll only put you to sleep .",positive
9153,Who is this movie for ?,negative
9154,"Not kids , who do n't need the lesson in repugnance .",negative
9155,It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . ',neutral
9156,"A sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set of plot devices .",neutral
9157,"It 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary .",negative
9158,Almost as offensive as `` Freddy Got Fingered . '',negative
9159,"The gifted Crudup has the perfect face to play a handsome blank yearning to find himself , and his cipherlike personality and bad behavior would play fine if the movie knew what to do with him .",neutral
9160,"It is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",neutral
9161,"Ponderous , plodding soap opera disguised as a feature film .",neutral
9162,"Cold , pretentious , thoroughly dislikable study in sociopathy .",neutral
9163,"For the future , one hopes Mr. Plympton will find room for one more member of his little band , a professional screenwriter .",neutral
9164,A cheap scam put together by some cynical creeps at Revolution Studios and Imagine Entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .,negative
9165,"Reign of Fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .",neutral
9166,"Human Nature is a goofball movie , in the way that Malkovich was , but it tries too hard .",neutral
9167,Originality is sorely lacking .,negative
9168,The plot 's clearly mythic structure may owe more to Disney 's strong sense of formula than to the original story .,positive
9169,"But while the highly predictable narrative falls short , Treasure Planet is truly gorgeous to behold .",neutral
9170,"Though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation .",neutral
9171,"Ram Dass Fierce Grace moulds itself as an example to up-and-coming documentarians , of the overlooked pitfalls of such an endeavour .",neutral
9172,"Lucky Break is perfectly inoffensive and harmless , but it 's also drab and inert .",neutral
9173,"For a story set at sea , Ghost Ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . '",neutral
9174,"There might be some sort of credible gender-provoking philosophy submerged here , but who the hell cares ?",neutral
9175,Nothing more than a stifling morality tale dressed up in peekaboo clothing .,neutral
9176,I like my Christmas movies with more elves and snow and less pimps and ho 's .,neutral
9177,It all seemed wasted like DeNiro 's once promising career and the once grand Long Beach boardwalk .,neutral
9178,"-LRB- I -RRB- t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but Barbershop is n't as funny as it should be .",neutral
9179,"Unfortunately , a cast of competent performers from movies , television and the theater are cast adrift in various New York City locations with no unifying rhythm or visual style .",neutral
9180,"Just entertaining enough not to hate , too mediocre to love .",positive
9181,` Sophisticated ' viewers who refuse to admit that they do n't like it will likely call it ` challenging ' to their fellow sophisticates .,negative
9182,"Equilibrium the movie , as opposed to the manifesto , is really , really stupid .",neutral
9183,Excruciatingly unfunny and pitifully unromantic .,negative
9184,The film 's thoroughly recycled plot and tiresome jokes ... drag the movie down .,neutral
9185,"It does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject .",negative
9186,This kiddie-oriented stinker is so bad that I even caught the gum stuck under my seat trying to sneak out of the theater,negative
9187,"Though Impostor deviously adopts the guise of a modern motion picture , it too is a bomb .",neutral
9188,"Cox offers plenty of glimpses at existing photos , but there are no movies of Nijinsky , so instead the director treats us to an aimless hodgepodge .",neutral
